Номер;;Статус;чтото;;Начисления;"Исходящие местные и переадре-
сация";;Исходящие МГ/МН;;SMS и MMS;GPRS и WAP;;Контент и голосовые услуги;Услуги в роуминге;;Квота;"Свобод-
ных сред-
ств по квоте";Фильтр;;еще;
79029208226;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029208759;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029208977;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029208980;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 10;;
;;;;;;;;;;;;;;;;;;;;;
79029209019;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029209246;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029209358;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029209993;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029210013;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029210370;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029211043;;Активен;M2M единый 10_2022;;39,46;0;;0;;0;24,61;;0;0;;150;125,39;Без ограничений;;0;
79029211197;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029211248;;Активен;M2M единый 10_2022;;26,31;0;;0;;0;11,46;;0;0;;150;138,54;Без ограничений;;0;
79029211351;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029211392;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029211450;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029211516;;Активен;M2M единый 10_2022;;22,29;0;;0;;0;7,44;;0;0;;150;142,56;Без ограничений;;0;
79029212516;;Активен;M2M единый 10_2022;;1325,11;0;;0;;0;0;;0;0;;0;0; ;;0;
79029212636;;Активен;M2M единый 10_2022;;74,7;0;;0;;0;59,26;;0;0;;0;0; ;;0;
79029213140;;Активен;M2M единый 10_2022;;10,34;0;;0;;0;0,23;;0;0;;0;0; ;;0;
79029213408;;Активен;M2M единый 10_2022;;13,31;0;;0;;0;0;;0;0;;0;0; ;;0;
79029214165;;Активен;M2M единый 10_2022;;23,27;0;;0;;0;11,03;;0;0;;0;0; ;;0;
79029214415;;Активен;M2M единый 10_2022;;21,91;0;;0;;0;10,2;;0;0;;0;0; ;;0;
79029215755;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029215796;;Активен;M2M единый 10_2022;;12,77;0;;0;;0;0;;0;0;;0;0; ;;0;
79029215913;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029216041;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029216350;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 11;;
;;;;;;;;;;;;;;;;;;;;;
79029216792;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029216937;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029217056;;Активен;M2M единый 10_2022;;10,13;0;;0;;0;0,02;;0;0;;0;0; ;;0;
79029218816;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029218835;;Активен;M2M единый 10_2022;;1325,65;0;;0;;0;0;;0;0;;0;0; ;;0;
79029219128;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029219608;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029220043;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029220196;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029220332;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029220467;;Активен;M2M единый 10_2022;;24,79;0;;0;;0;9,94;;0;0;;150;140,06;Без ограничений;;0;
79029220908;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029220916;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029220921;;Активен;M2M единый 10_2022;;20,02;0;;0;;0;5,17;;0;0;;150;144,83;Без ограничений;;0;
79029221014;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029221018;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029221154;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029221191;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029221950;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029221982;;Активен;M2M единый 10_2022;;23,38;0;;0;;0;8,53;;0;0;;150;141,47;Без ограничений;;0;
79029222656;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029223618;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029224106;;Активен;M2M единый 10_2022;;16,56;0;;0;;0;0,06;;0;0;;0;0; ;;0;
79029225128;;Активен;M2M единый 10_2022;;1532,63;0;;0;;0;0;;0;0;;0;0; ;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 12;;
;;;;;;;;;;;;;;;;;;;;;
79029225818;;Активен;M2M единый 10_2022;;65,49;0;;0;;0;48,99;;0;0;;0;0; ;;0;
79029225875;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029226134;;Активен;M2M единый 10_2022;;18,39;0;;0;;0;2,42;;0;0;;0;0; ;;0;
79029226319;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029227018;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;0;0; ;;0;
79029227090;;Активен;M2M единый 10_2022;;78,78;0;;0;;0;62,81;;0;0;;0;0; ;;0;
79029254610;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029281684;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029412905;;Активен;M2M единый 10_2022;;64,35;0;;0;;0;47,85;;0;0;;150;102,15;Без ограничений;;0;
79029415422;;Активен;M2M единый 10_2022;;56,43;0;;0;;0;41,58;;0;0;;150;108,42;Без ограничений;;0;
79029416381;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029427179;;Активен;M2M единый 10_2022;;37,44;0;;0;;0;22,59;;0;0;;150;127,41;Без ограничений;;0;
79029427384;;Активен;M2M единый 10_2022;;24,13;0;;0;;0;9,28;;0;0;;150;140,72;Без ограничений;;0;
79029427543;;Активен;M2M единый 10_2022;;15,91;0;;0;;0;1,06;;0;0;;150;148,94;Без ограничений;;0;
79029428217;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029432646;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029436267;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029437562;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029451019;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029452367;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029465592;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029472441;;Активен;M2M единый 10_2022;;24,7;0;;0;;0;9,85;;0;0;;150;140,15;Без ограничений;;0;
79029477274;;Активен;M2M единый 10_2022;;18,78;0;;0;;0;3,93;;0;0;;150;146,07;Без ограничений;;0;
79029477384;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 13;;
;;;;;;;;;;;;;;;;;;;;;
79029513895;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029522230;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029523064;;Активен;M2M единый 10_2022;;25,2;0;;0;;0;10,35;;0;0;;150;139,65;Без ограничений;;0;
79029523160;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029523167;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029523254;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029523486;;Активен;M2M единый 10_2022;;27,14;0;;0;;0;12,29;;0;0;;150;137,71;Без ограничений;;0;
79029523567;;Активен;M2M единый 10_2022;;26,47;0;;0;;0;11,62;;0;0;;150;138,38;Без ограничений;;0;
79029524056;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029524217;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029524337;;Активен;M2M единый 10_2022;;29,57;0;;0;;0;14,72;;0;0;;150;135,28;Без ограничений;;0;
79029524443;;Активен;M2M единый 10_2022;;39,05;0;;0;;0;24,2;;0;0;;150;125,8;Без ограничений;;0;
79029524771;;Активен;M2M единый 10_2022;;45,52;0;;0;;0;30,67;;0;0;;150;119,33;Без ограничений;;0;
79029524818;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029525198;;Активен;M2M единый 10_2022;;15,36;0;;0;;0;0,51;;0;0;;150;149,49;Без ограничений;;0;
79029525591;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029525727;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029526011;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029526021;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029526065;;Закрыт;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;0;0; ;;0;
79029526083;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029526496;;Активен;M2M единый 10_2022;;37,08;0;;0;;0;22,23;;0;0;;150;127,77;Без ограничений;;0;
79029526733;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029526948;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 14;;
;;;;;;;;;;;;;;;;;;;;;
79029527726;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029527783;;Активен;M2M единый 10_2022;;21,38;0;;0;;0;6,53;;0;0;;150;143,47;Без ограничений;;0;
79029527811;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029527840;;Активен;M2M единый 10_2022;;15,06;0;;0;;0;0,21;;0;0;;150;149,79;Без ограничений;;0;
79029527915;;Активен;M2M единый 10_2022;;40,79;0;;0;;0;25,94;;0;0;;150;124,06;Без ограничений;;0;
79029527928;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029527986;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029528301;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029528357;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029528378;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029528478;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029528733;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029529034;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029529296;;Активен;M2M единый 10_2022;;33,16;0;;0;;0;18,31;;0;0;;150;131,69;Без ограничений;;0;
79029529567;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029566356;;Активен;M2M единый 10_2022;;15,16;0;;0;;0;0,31;;0;0;;150;149,69;Без ограничений;;0;
79029567270;;Активен;M2M единый 10_2022;;30,2;0;;0;;0;13,7;;0;0;;150;136,3;Без ограничений;;0;
79029567312;;Активен;M2M единый 10_2022;;42,08;0;;0;;0;25,58;;0;0;;150;124,42;Без ограничений;;0;
79029569545;;Активен;M2M единый 10_2022;;21,14;0;;0;;0;4,64;;0;0;;150;145,36;Без ограничений;;0;
79029571419;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029575923;;Активен;M2M единый 10_2022;;31,97;0;;0;;0;15,47;;0;0;;150;134,53;Без ограничений;;0;
79029576908;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029581899;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029583309;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 15;;
;;;;;;;;;;;;;;;;;;;;;
79029584067;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029584624;;Активен;M2M единый 10_2022;;50,93;0;;0;;0;36,08;;0;0;;150;113,92;Без ограничений;;0;
79029584785;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029585789;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029585921;;Активен;M2M единый 10_2022;;22,87;0;;0;;0;8,02;;0;0;;150;141,98;Без ограничений;;0;
79029586162;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029586258;;Активен;M2M единый 10_2022;;26,44;0;;0;;0;11,59;;0;0;;150;138,41;Без ограничений;;0;
79029587491;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029587723;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029587807;;Активен;M2M единый 10_2022;;15,7;0;;0;;0;0,85;;0;0;;150;149,15;Без ограничений;;0;
79029587902;;Активен;M2M единый 10_2022;;55,82;0;;0;;0;40,97;;0;0;;150;109,03;Без ограничений;;0;
79029588082;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029588124;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029599410;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029622408;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029623919;;Активен;M2M единый 10_2022;;14,98;0;;0;;0;0,13;;0;0;;150;149,87;Без ограничений;;0;
79029631065;;Активен;M2M единый 10_2022;;1;0;;0;;1;0;;0;0;;150;149;Без ограничений;;0;
79029634456;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029637642;;Активен;M2M единый 10_2022;;17,14;0;;0;;0;2,29;;0;0;;150;147,71;Без ограничений;;0;
79029638728;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029638794;;Активен;M2M единый 10_2022;;14,93;0;;0;;0;0,08;;0;0;;150;149,92;Без ограничений;;0;
79029638813;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029638946;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029639216;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 16;;
;;;;;;;;;;;;;;;;;;;;;
79029639220;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029639428;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029639489;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029639694;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029639704;;Активен;M2M единый 10_2022;;100,8;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029639890;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
